Please enter the monthly payment: Please enter the interest rate: Please enter the duration of the loan, in years: 
Month	Principal	 Interest	  Balance
-----	---------	---------	---------
1200	100000.00	     0.00	100000.00
1199	100000.00	     0.00	200000.00
1198	100000.00	     0.00	300000.00
1197	100000.00	     0.00	400000.00
1196	100000.00	     0.00	500000.00
1195	100000.00	     0.00	600000.00
1194	100000.00	     0.00	700000.00
1193	100000.00	     0.00	800000.00
1192	100000.00	     0.00	900000.00
1191	100000.00	     0.00	1000000.00
1190	100000.00	     0.00	1100000.00
1189	100000.00	     0.00	1200000.00
1188	100000.00	     0.00	1300000.00
1187	100000.00	     0.00	1400000.00
1186	100000.00	     0.00	1500000.00
1185	100000.00	     0.00	1600000.00
1184	100000.00	     0.00	1700000.00
1183	100000.00	     0.00	1800000.00
1182	100000.00	     0.00	1900000.00
1181	100000.00	     0.00	2000000.00
1180	100000.00	     0.00	2100000.00
1179	100000.00	     0.00	2200000.00
1178	100000.00	     0.00	2300000.00
1177	100000.00	     0.00	2400000.00
1176	100000.00	     0.00	2500000.00
1175	100000.00	     0.00	2600000.00
1174	100000.00	     0.00	2700000.00
1173	100000.00	     0.00	2800000.00
1172	100000.00	     0.00	2900000.00
1171	100000.00	     0.00	3000000.00
1170	100000.00	     0.00	3100000.00
1169	100000.00	     0.00	3200000.00
1168	100000.00	     0.00	3300000.00
1167	100000.00	     0.00	3400000.00
1166	100000.00	     0.00	3500000.00
1165	100000.00	     0.00	3600000.00
1164	100000.00	     0.00	3700000.00
1163	100000.00	     0.00	3800000.00
1162	100000.00	     0.00	3900000.00
1161	100000.00	     0.00	4000000.00
1160	100000.00	     0.00	4100000.00
1159	100000.00	     0.00	4200000.00
1158	100000.00	     0.00	4300000.00
1157	100000.00	     0.00	4400000.00
1156	100000.00	     0.00	4500000.00
1155	100000.00	     0.00	4600000.00
1154	100000.00	     0.00	4700000.00
1153	100000.00	     0.00	4800000.00
1152	100000.00	     0.00	4900000.00
1151	100000.00	     0.00	5000000.00
1150	100000.00	     0.00	5100000.00
1149	100000.00	     0.00	5200000.00
1148	100000.00	     0.00	5300000.00
1147	100000.00	     0.00	5400000.00
1146	100000.00	     0.00	5500000.00
1145	100000.00	     0.00	5600000.00
1144	100000.00	     0.00	5700000.00
1143	100000.00	     0.00	5800000.00
1142	100000.00	     0.00	5900000.00
1141	100000.00	     0.00	6000000.00
1140	100000.00	     0.00	6100000.00
1139	100000.00	     0.00	6200000.00
1138	100000.00	     0.00	6300000.00
1137	100000.00	     0.00	6400000.00
1136	100000.00	     0.00	6500000.00
1135	100000.00	     0.00	6600000.00
1134	100000.00	     0.00	6700000.00
1133	100000.00	     0.00	6800000.00
1132	100000.00	     0.00	6900000.00
1131	100000.00	     0.00	7000000.00
1130	100000.00	     0.00	7100000.00
1129	100000.00	     0.00	7200000.00
1128	100000.00	     0.00	7300000.00
1127	100000.00	     0.00	7400000.00
1126	100000.00	     0.00	7500000.00
1125	100000.00	     0.00	7600000.00
1124	100000.00	     0.00	7700000.00
1123	100000.00	     0.00	7800000.00
1122	100000.00	     0.00	7900000.00
1121	100000.00	     0.00	8000000.00
1120	100000.00	     0.00	8100000.00
1119	100000.00	     0.00	8200000.00
1118	100000.00	     0.00	8300000.00
1117	100000.00	     0.00	8400000.00
1116	100000.00	     0.00	8500000.00
1115	100000.00	     0.00	8600000.00
1114	100000.00	     0.00	8700000.00
1113	100000.00	     0.00	8800000.00
1112	100000.00	     0.00	8900000.00
1111	100000.00	     0.00	9000000.00
1110	100000.00	     0.00	9100000.00
1109	100000.00	     0.00	9200000.00
1108	100000.00	     0.00	9300000.00
1107	100000.00	     0.00	9400000.00
1106	100000.00	     0.00	9500000.00
1105	100000.00	     0.00	9600000.00
1104	100000.00	     0.00	9700000.00
1103	100000.00	     0.00	9800000.00
1102	100000.00	     0.00	9900000.00
1101	100000.00	     0.00	10000000.00
1100	100000.00	     0.00	10100000.00
1099	100000.00	     0.00	10200000.00
1098	100000.00	     0.00	10300000.00
1097	100000.00	     0.00	10400000.00
1096	100000.00	     0.00	10500000.00
1095	100000.00	     0.00	10600000.00
1094	100000.00	     0.00	10700000.00
1093	100000.00	     0.00	10800000.00
1092	100000.00	     0.00	10900000.00
1091	100000.00	     0.00	11000000.00
1090	100000.00	     0.00	11100000.00
1089	100000.00	     0.00	11200000.00
1088	100000.00	     0.00	11300000.00
1087	100000.00	     0.00	11400000.00
1086	100000.00	     0.00	11500000.00
1085	100000.00	     0.00	11600000.00
1084	100000.00	     0.00	11700000.00
1083	100000.00	     0.00	11800000.00
1082	100000.00	     0.00	11900000.00
1081	100000.00	     0.00	12000000.00
1080	100000.00	     0.00	12100000.00
1079	100000.00	     0.00	12200000.00
1078	100000.00	     0.00	12300000.00
1077	100000.00	     0.00	12400000.00
1076	100000.00	     0.00	12500000.00
1075	100000.00	     0.00	12600000.00
1074	100000.00	     0.00	12700000.00
1073	100000.00	     0.00	12800000.00
1072	100000.00	     0.00	12900000.00
1071	100000.00	     0.00	13000000.00
1070	100000.00	     0.00	13100000.00
1069	100000.00	     0.00	13200000.00
1068	100000.00	     0.00	13300000.00
1067	100000.00	     0.00	13400000.00
1066	100000.00	     0.00	13500000.00
1065	100000.00	     0.00	13600000.00
1064	100000.00	     0.00	13700000.00
1063	100000.00	     0.00	13800000.00
1062	100000.00	     0.00	13900000.00
1061	100000.00	     0.00	14000000.00
1060	100000.00	     0.00	14100000.00
1059	100000.00	     0.00	14200000.00
1058	100000.00	     0.00	14300000.00
1057	100000.00	     0.00	14400000.00
1056	100000.00	     0.00	14500000.00
1055	100000.00	     0.00	14600000.00
1054	100000.00	     0.00	14700000.00
1053	100000.00	     0.00	14800000.00
1052	100000.00	     0.00	14900000.00
1051	100000.00	     0.00	15000000.00
1050	100000.00	     0.00	15100000.00
1049	100000.00	     0.00	15200000.00
1048	100000.00	     0.00	15300000.00
1047	100000.00	     0.00	15400000.00
1046	100000.00	     0.00	15500000.00
1045	100000.00	     0.00	15600000.00
1044	100000.00	     0.00	15700000.00
1043	100000.00	     0.00	15800000.00
1042	100000.00	     0.00	15900000.00
1041	100000.00	     0.00	16000000.00
1040	100000.00	     0.00	16100000.00
1039	100000.00	     0.00	16200000.00
1038	100000.00	     0.00	16300000.00
1037	100000.00	     0.00	16400000.00
1036	100000.00	     0.00	16500000.00
1035	100000.00	     0.00	16600000.00
1034	100000.00	     0.00	16700000.00
1033	100000.00	     0.00	16800000.00
1032	100000.00	     0.00	16900000.00
1031	100000.00	     0.00	17000000.00
1030	100000.00	     0.00	17100000.00
1029	100000.00	     0.00	17200000.00
1028	100000.00	     0.00	17300000.00
1027	100000.00	     0.00	17400000.00
1026	100000.00	     0.00	17500000.00
1025	100000.00	     0.00	17600000.00
1024	100000.00	     0.00	17700000.00
1023	100000.00	     0.00	17800000.00
1022	100000.00	     0.00	17900000.00
1021	100000.00	     0.00	18000000.00
1020	100000.00	     0.00	18100000.00
1019	100000.00	     0.00	18200000.00
1018	100000.00	     0.00	18300000.00
1017	100000.00	     0.00	18400000.00
1016	100000.00	     0.00	18500000.00
1015	100000.00	     0.00	18600000.00
1014	100000.00	     0.00	18700000.00
1013	100000.00	     0.00	18800000.00
1012	100000.00	     0.00	18900000.00
1011	100000.00	     0.00	19000000.00
1010	100000.00	     0.00	19100000.00
1009	100000.00	     0.00	19200000.00
1008	100000.00	     0.00	19300000.00
1007	100000.00	     0.00	19400000.00
1006	100000.00	     0.00	19500000.00
1005	100000.00	     0.00	19600000.00
1004	100000.00	     0.00	19700000.00
1003	100000.00	     0.00	19800000.00
1002	100000.00	     0.00	19900000.00
1001	100000.00	     0.00	20000000.00
1000	100000.00	     0.00	20100000.00
999	100000.00	     0.00	20200000.00
998	100000.00	     0.00	20300000.00
997	100000.00	     0.00	20400000.00
996	100000.00	     0.00	20500000.00
995	100000.00	     0.00	20600000.00
994	100000.00	     0.00	20700000.00
993	100000.00	     0.00	20800000.00
992	100000.00	     0.00	20900000.00
991	100000.00	     0.00	21000000.00
990	100000.00	     0.00	21100000.00
989	100000.00	     0.00	21200000.00
988	100000.00	     0.00	21300000.00
987	100000.00	     0.00	21400000.00
986	100000.00	     0.00	21500000.00
985	100000.00	     0.00	21600000.00
984	100000.00	     0.00	21700000.00
983	100000.00	     0.00	21800000.00
982	100000.00	     0.00	21900000.00
981	100000.00	     0.00	22000000.00
980	100000.00	     0.00	22100000.00
979	100000.00	     0.00	22200000.00
978	100000.00	     0.00	22300000.00
977	100000.00	     0.00	22400000.00
976	100000.00	     0.00	22500000.00
975	100000.00	     0.00	22600000.00
974	100000.00	     0.00	22700000.00
973	100000.00	     0.00	22800000.00
972	100000.00	     0.00	22900000.00
971	100000.00	     0.00	23000000.00
970	100000.00	     0.00	23100000.00
969	100000.00	     0.00	23200000.00
968	100000.00	     0.00	23300000.00
967	100000.00	     0.00	23400000.00
966	100000.00	     0.00	23500000.00
965	100000.00	     0.00	23600000.00
964	100000.00	     0.00	23700000.00
963	100000.00	     0.00	23800000.00
962	100000.00	     0.00	23900000.00
961	100000.00	     0.00	24000000.00
960	100000.00	     0.00	24100000.00
959	100000.00	     0.00	24200000.00
958	100000.00	     0.00	24300000.00
957	100000.00	     0.00	24400000.00
956	100000.00	     0.00	24500000.00
955	100000.00	     0.00	24600000.00
954	100000.00	     0.00	24700000.00
953	100000.00	     0.00	24800000.00
952	100000.00	     0.00	24900000.00
951	100000.00	     0.00	25000000.00
950	100000.00	     0.00	25100000.00
949	100000.00	     0.00	25200000.00
948	100000.00	     0.00	25300000.00
947	100000.00	     0.00	25400000.00
946	100000.00	     0.00	25500000.00
945	100000.00	     0.00	25600000.00
944	100000.00	     0.00	25700000.00
943	100000.00	     0.00	25800000.00
942	100000.00	     0.00	25900000.00
941	100000.00	     0.00	26000000.00
940	100000.00	     0.00	26100000.00
939	100000.00	     0.00	26200000.00
938	100000.00	     0.00	26300000.00
937	100000.00	     0.00	26400000.00
936	100000.00	     0.00	26500000.00
935	100000.00	     0.00	26600000.00
934	100000.00	     0.00	26700000.00
933	100000.00	     0.00	26800000.00
932	100000.00	     0.00	26900000.00
931	100000.00	     0.00	27000000.00
930	100000.00	     0.00	27100000.00
929	100000.00	     0.00	27200000.00
928	100000.00	     0.00	27300000.00
927	100000.00	     0.00	27400000.00
926	100000.00	     0.00	27500000.00
925	100000.00	     0.00	27600000.00
924	100000.00	     0.00	27700000.00
923	100000.00	     0.00	27800000.00
922	100000.00	     0.00	27900000.00
921	100000.00	     0.00	28000000.00
920	100000.00	     0.00	28100000.00
919	100000.00	     0.00	28200000.00
918	100000.00	     0.00	28300000.00
917	100000.00	     0.00	28400000.00
916	100000.00	     0.00	28500000.00
915	100000.00	     0.00	28600000.00
