Please enter the monthly payment: Please enter the interest rate: Please enter the duration of the loan, in years: 
Month	Principal	 Interest	  Balance
-----	---------	---------	---------
1200	     0.99	     0.01	     0.99
1199	     0.98	     0.02	     1.98
1198	     0.98	     0.02	     2.95
1197	     0.97	     0.03	     3.92
1196	     0.96	     0.04	     4.88
1195	     0.95	     0.05	     5.83
1194	     0.94	     0.06	     6.77
1193	     0.94	     0.06	     7.71
1192	     0.93	     0.07	     8.64
1191	     0.92	     0.08	     9.56
1190	     0.91	     0.09	    10.47
1189	     0.91	     0.09	    11.37
1188	     0.90	     0.10	    12.27
1187	     0.89	     0.11	    13.16
1186	     0.88	     0.12	    14.05
1185	     0.88	     0.12	    14.92
1184	     0.87	     0.13	    15.79
1183	     0.86	     0.14	    16.65
1182	     0.85	     0.15	    17.50
1181	     0.85	     0.15	    18.35
1180	     0.84	     0.16	    19.19
1179	     0.83	     0.17	    20.03
1178	     0.83	     0.17	    20.85
1177	     0.82	     0.18	    21.67
1176	     0.81	     0.19	    22.48
1175	     0.81	     0.19	    23.29
1174	     0.80	     0.20	    24.09
1173	     0.79	     0.21	    24.88
1172	     0.79	     0.21	    25.67
1171	     0.78	     0.22	    26.45
1170	     0.77	     0.23	    27.22
1169	     0.77	     0.23	    27.99
1168	     0.76	     0.24	    28.75
1167	     0.75	     0.25	    29.50
1166	     0.75	     0.25	    30.25
1165	     0.74	     0.26	    30.99
1164	     0.74	     0.26	    31.73
1163	     0.73	     0.27	    32.46
1162	     0.72	     0.28	    33.18
1161	     0.72	     0.28	    33.90
1160	     0.71	     0.29	    34.61
1159	     0.71	     0.29	    35.31
1158	     0.70	     0.30	    36.01
1157	     0.69	     0.31	    36.71
1156	     0.69	     0.31	    37.40
1155	     0.68	     0.32	    38.08
1154	     0.68	     0.32	    38.76
1153	     0.67	     0.33	    39.43
1152	     0.67	     0.33	    40.09
1151	     0.66	     0.34	    40.75
1150	     0.65	     0.35	    41.41
1149	     0.65	     0.35	    42.06
1148	     0.64	     0.36	    42.70
1147	     0.64	     0.36	    43.34
1146	     0.63	     0.37	    43.98
1145	     0.63	     0.37	    44.60
1144	     0.62	     0.38	    45.23
1143	     0.62	     0.38	    45.84
1142	     0.61	     0.39	    46.46
1141	     0.61	     0.39	    47.07
1140	     0.60	     0.40	    47.67
1139	     0.60	     0.40	    48.27
1138	     0.59	     0.41	    48.86
1137	     0.59	     0.41	    49.45
1136	     0.58	     0.42	    50.03
1135	     0.58	     0.42	    50.61
1134	     0.57	     0.43	    51.18
1133	     0.57	     0.43	    51.75
1132	     0.56	     0.44	    52.31
1131	     0.56	     0.44	    52.87
1130	     0.55	     0.45	    53.43
1129	     0.55	     0.45	    53.98
1128	     0.55	     0.45	    54.52
1127	     0.54	     0.46	    55.07
1126	     0.54	     0.46	    55.60
1125	     0.53	     0.47	    56.13
1124	     0.53	     0.47	    56.66
1123	     0.52	     0.48	    57.19
1122	     0.52	     0.48	    57.70
1121	     0.51	     0.49	    58.22
1120	     0.51	     0.49	    58.73
1119	     0.51	     0.49	    59.24
1118	     0.50	     0.50	    59.74
1117	     0.50	     0.50	    60.24
1116	     0.49	     0.51	    60.73
1115	     0.49	     0.51	    61.22
1114	     0.49	     0.51	    61.71
1113	     0.48	     0.52	    62.19
1112	     0.48	     0.52	    62.67
1111	     0.47	     0.53	    63.14
1110	     0.47	     0.53	    63.61
1109	     0.47	     0.53	    64.08
1108	     0.46	     0.54	    64.54
1107	     0.46	     0.54	    65.00
1106	     0.45	     0.55	    65.45
1105	     0.45	     0.55	    65.90
1104	     0.45	     0.55	    66.35
1103	     0.44	     0.56	    66.79
1102	     0.44	     0.56	    67.23
1101	     0.44	     0.56	    67.67
1100	     0.43	     0.57	    68.10
1099	     0.43	     0.57	    68.53
1098	     0.43	     0.57	    68.95
1097	     0.42	     0.58	    69.38
1096	     0.42	     0.58	    69.79
1095	     0.41	     0.59	    70.21
1094	     0.41	     0.59	    70.62
1093	     0.41	     0.59	    71.03
1092	     0.40	     0.60	    71.43
1091	     0.40	     0.60	    71.84
1090	     0.40	     0.60	    72.23
1089	     0.39	     0.61	    72.63
1088	     0.39	     0.61	    73.02
1087	     0.39	     0.61	    73.41
1086	     0.39	     0.61	    73.79
1085	     0.38	     0.62	    74.17
1084	     0.38	     0.62	    74.55
1083	     0.38	     0.62	    74.93
1082	     0.37	     0.63	    75.30
1081	     0.37	     0.63	    75.67
1080	     0.37	     0.63	    76.04
1079	     0.36	     0.64	    76.40
1078	     0.36	     0.64	    76.76
1077	     0.36	     0.64	    77.12
1076	     0.35	     0.65	    77.47
1075	     0.35	     0.65	    77.82
1074	     0.35	     0.65	    78.17
1073	     0.35	     0.65	    78.52
1072	     0.34	     0.66	    78.86
1071	     0.34	     0.66	    79.20
1070	     0.34	     0.66	    79.54
1069	     0.33	     0.67	    79.87
1068	     0.33	     0.67	    80.20
1067	     0.33	     0.67	    80.53
1066	     0.33	     0.67	    80.86
1065	     0.32	     0.68	    81.18
1064	     0.32	     0.68	    81.50
1063	     0.32	     0.68	    81.82
1062	     0.32	     0.68	    82.14
1061	     0.31	     0.69	    82.45
1060	     0.31	     0.69	    82.76
1059	     0.31	     0.69	    83.07
1058	     0.31	     0.69	    83.37
1057	     0.30	     0.70	    83.68
1056	     0.30	     0.70	    83.98
1055	     0.30	     0.70	    84.27
1054	     0.30	     0.70	    84.57
1053	     0.29	     0.71	    84.86
1052	     0.29	     0.71	    85.15
1051	     0.29	     0.71	    85.44
1050	     0.29	     0.71	    85.73
1049	     0.28	     0.72	    86.01
1048	     0.28	     0.72	    86.29
1047	     0.28	     0.72	    86.57
1046	     0.28	     0.72	    86.85
1045	     0.27	     0.73	    87.12
1044	     0.27	     0.73	    87.39
1043	     0.27	     0.73	    87.66
1042	     0.27	     0.73	    87.93
1041	     0.27	     0.73	    88.19
1040	     0.26	     0.74	    88.46
1039	     0.26	     0.74	    88.72
1038	     0.26	     0.74	    88.98
1037	     0.26	     0.74	    89.23
1036	     0.25	     0.75	    89.49
1035	     0.25	     0.75	    89.74
1034	     0.25	     0.75	    89.99
1033	     0.25	     0.75	    90.24
1032	     0.25	     0.75	    90.48
1031	     0.24	     0.76	    90.73
1030	     0.24	     0.76	    90.97
