Please enter the monthly payment: Please enter the interest rate: Please enter the duration of the loan, in years: 
Month	Principal	 Interest	  Balance
-----	---------	---------	---------
1200	    99.59	     0.41	    99.59
1199	    99.17	     0.83	   198.76
1198	    98.76	     1.24	   297.52
1197	    98.35	     1.65	   395.87
1196	    97.94	     2.06	   493.81
1195	    97.54	     2.46	   591.35
1194	    97.13	     2.87	   688.48
1193	    96.73	     3.27	   785.21
1192	    96.33	     3.67	   881.53
1191	    95.93	     4.07	   977.46
1190	    95.53	     4.47	  1072.99
1189	    95.13	     4.87	  1168.12
1188	    94.74	     5.26	  1262.86
1187	    94.34	     5.66	  1357.21
1186	    93.95	     6.05	  1451.16
1185	    93.56	     6.44	  1544.72
1184	    93.18	     6.82	  1637.90
1183	    92.79	     7.21	  1730.69
1182	    92.40	     7.60	  1823.09
1181	    92.02	     7.98	  1915.11
1180	    91.64	     8.36	  2006.75
1179	    91.26	     8.74	  2098.01
1178	    90.88	     9.12	  2188.89
1177	    90.50	     9.50	  2279.39
1176	    90.13	     9.87	  2369.52
1175	    89.75	    10.25	  2459.27
1174	    89.38	    10.62	  2548.65
1173	    89.01	    10.99	  2637.66
1172	    88.64	    11.36	  2726.30
1171	    88.27	    11.73	  2814.57
1170	    87.91	    12.09	  2902.48
1169	    87.54	    12.46	  2990.02
1168	    87.18	    12.82	  3077.20
1167	    86.82	    13.18	  3164.02
1166	    86.46	    13.54	  3250.47
1165	    86.10	    13.90	  3336.57
1164	    85.74	    14.26	  3422.31
1163	    85.38	    14.62	  3507.70
1162	    85.03	    14.97	  3592.73
1161	    84.68	    15.32	  3677.40
1160	    84.33	    15.67	  3761.73
1159	    83.98	    16.02	  3845.71
1158	    83.63	    16.37	  3929.33
1157	    83.28	    16.72	  4012.61
1156	    82.94	    17.06	  4095.55
1155	    82.59	    17.41	  4178.14
1154	    82.25	    17.75	  4260.39
1153	    81.91	    18.09	  4342.30
1152	    81.57	    18.43	  4423.86
1151	    81.23	    18.77	  4505.09
1150	    80.89	    19.11	  4585.98
1149	    80.56	    19.44	  4666.54
1148	    80.22	    19.78	  4746.76
1147	    79.89	    20.11	  4826.65
1146	    79.56	    20.44	  4906.21
1145	    79.23	    20.77	  4985.44
1144	    78.90	    21.10	  5064.33
1143	    78.57	    21.43	  5142.90
1142	    78.25	    21.75	  5221.15
1141	    77.92	    22.08	  5299.07
1140	    77.60	    22.40	  5376.67
1139	    77.28	    22.72	  5453.94
1138	    76.95	    23.05	  5530.90
1137	    76.64	    23.36	  5607.53
1136	    76.32	    23.68	  5683.85
1135	    76.00	    24.00	  5759.85
1134	    75.69	    24.31	  5835.54
1133	    75.37	    24.63	  5910.91
1132	    75.06	    24.94	  5985.97
1131	    74.75	    25.25	  6060.71
1130	    74.44	    25.56	  6135.15
1129	    74.13	    25.87	  6209.28
1128	    73.82	    26.18	  6283.10
1127	    73.51	    26.49	  6356.61
1126	    73.21	    26.79	  6429.82
1125	    72.91	    27.09	  6502.73
1124	    72.60	    27.40	  6575.33
1123	    72.30	    27.70	  6647.63
1122	    72.00	    28.00	  6719.63
1121	    71.70	    28.30	  6791.34
1120	    71.41	    28.59	  6862.74
1119	    71.11	    28.89	  6933.85
1118	    70.81	    29.19	  7004.66
1117	    70.52	    29.48	  7075.18
1116	    70.23	    29.77	  7145.41
1115	    69.94	    30.06	  7215.35
1114	    69.65	    30.35	  7284.99
1113	    69.36	    30.64	  7354.35
1112	    69.07	    30.93	  7423.42
1111	    68.78	    31.22	  7492.20
1110	    68.50	    31.50	  7560.70
1109	    68.21	    31.79	  7628.91
1108	    67.93	    32.07	  7696.84
1107	    67.65	    32.35	  7764.49
1106	    67.37	    32.63	  7831.86
1105	    67.09	    32.91	  7898.94
1104	    66.81	    33.19	  7965.75
1103	    66.53	    33.47	  8032.29
1102	    66.26	    33.74	  8098.54
1101	    65.98	    34.02	  8164.52
1100	    65.71	    34.29	  8230.23
1099	    65.43	    34.57	  8295.66
1098	    65.16	    34.84	  8360.83
1097	    64.89	    35.11	  8425.72
1096	    64.62	    35.38	  8490.34
1095	    64.36	    35.64	  8554.70
1094	    64.09	    35.91	  8618.79
1093	    63.82	    36.18	  8682.61
1092	    63.56	    36.44	  8746.17
1091	    63.29	    36.71	  8809.46
1090	    63.03	    36.97	  8872.49
1089	    62.77	    37.23	  8935.26
1088	    62.51	    37.49	  8997.77
1087	    62.25	    37.75	  9060.02
1086	    61.99	    38.01	  9122.01
1085	    61.73	    38.27	  9183.75
1084	    61.48	    38.52	  9245.23
1083	    61.22	    38.78	  9306.45
1082	    60.97	    39.03	  9367.42
1081	    60.72	    39.28	  9428.14
1080	    60.46	    39.54	  9488.60
1079	    60.21	    39.79	  9548.81
1078	    59.96	    40.04	  9608.78
1077	    59.71	    40.29	  9668.49
1076	    59.47	    40.53	  9727.96
1075	    59.22	    40.78	  9787.18
1074	    58.97	    41.03	  9846.15
1073	    58.73	    41.27	  9904.88
1072	    58.49	    41.51	  9963.37
1071	    58.24	    41.76	 10021.61
1070	    58.00	    42.00	 10079.61
1069	    57.76	    42.24	 10137.37
1068	    57.52	    42.48	 10194.89
1067	    57.28	    42.72	 10252.18
1066	    57.04	    42.96	 10309.22
1065	    56.81	    43.19	 10366.03
1064	    56.57	    43.43	 10422.60
1063	    56.34	    43.66	 10478.94
1062	    56.10	    43.90	 10535.04
1061	    55.87	    44.13	 10590.92
1060	    55.64	    44.36	 10646.56
1059	    55.41	    44.59	 10701.96
1058	    55.18	    44.82	 10757.14
1057	    54.95	    45.05	 10812.09
1056	    54.72	    45.28	 10866.81
1055	    54.49	    45.51	 10921.31
1054	    54.27	    45.73	 10975.58
1053	    54.04	    45.96	 11029.62
1052	    53.82	    46.18	 11083.44
1051	    53.60	    46.40	 11137.03
1050	    53.37	    46.63	 11190.41
1049	    53.15	    46.85	 11243.56
1048	    52.93	    47.07	 11296.49
1047	    52.71	    47.29	 11349.20
1046	    52.49	    47.51	 11401.70
1045	    52.28	    47.72	 11453.97
1044	    52.06	    47.94	 11506.03
1043	    51.84	    48.16	 11557.87
1042	    51.63	    48.37	 11609.50
1041	    51.41	    48.59	 11660.91
1040	    51.20	    48.80	 11712.11
1039	    50.99	    49.01	 11763.10
1038	    50.78	    49.22	 11813.87
1037	    50.56	    49.44	 11864.44
1036	    50.36	    49.64	 11914.79
1035	    50.15	    49.85	 11964.94
1034	    49.94	    50.06	 12014.88
1033	    49.73	    50.27	 12064.61
1032	    49.52	    50.48	 12114.13
1031	    49.32	    50.68	 12163.45
1030	    49.11	    50.89	 12212.57
1029	    48.91	    51.09	 12261.48
1028	    48.71	    51.29	 12310.18
1027	    48.51	    51.49	 12358.69
1026	    48.30	    51.70	 12406.99
1025	    48.10	    51.90	 12455.10
1024	    47.90	    52.10	 12503.00
1023	    47.71	    52.29	 12550.71
1022	    47.51	    52.49	 12598.21
1021	    47.31	    52.69	 12645.52
1020	    47.11	    52.89	 12692.64
1019	    46.92	    53.08	 12739.56
1018	    46.72	    53.28	 12786.28
1017	    46.53	    53.47	 12832.81
1016	    46.34	    53.66	 12879.15
1015	    46.14	    53.86	 12925.29
1014	    45.95	    54.05	 12971.25
1013	    45.76	    54.24	 13017.01
1012	    45.57	    54.43	 13062.58
1011	    45.38	    54.62	 13107.96
1010	    45.20	    54.80	 13153.16
1009	    45.01	    54.99	 13198.17
1008	    44.82	    55.18	 13242.99
1007	    44.63	    55.37	 13287.62
1006	    44.45	    55.55	 13332.07
1005	    44.27	    55.73	 13376.34
1004	    44.08	    55.92	 13420.42
1003	    43.90	    56.10	 13464.32
1002	    43.72	    56.28	 13508.03
1001	    43.54	    56.46	 13551.57
1000	    43.35	    56.65	 13594.92
999	    43.17	    56.83	 13638.10
998	    43.00	    57.00	 13681.09
997	    42.82	    57.18	 13723.91
996	    42.64	    57.36	 13766.55
995	    42.46	    57.54	 13809.01
994	    42.29	    57.71	 13851.30
993	    42.11	    57.89	 13893.41
992	    41.94	    58.06	 13935.35
991	    41.76	    58.24	 13977.11
990	    41.59	    58.41	 14018.70
989	    41.42	    58.58	 14060.11
988	    41.24	    58.76	 14101.36
987	    41.07	    58.93	 14142.43
986	    40.90	    59.10	 14183.33
985	    40.73	    59.27	 14224.07
984	    40.56	    59.44	 14264.63
983	    40.40	    59.60	 14305.03
982	    40.23	    59.77	 14345.25
981	    40.06	    59.94	 14385.32
980	    39.89	    60.11	 14425.21
979	    39.73	    60.27	 14464.94
978	    39.56	    60.44	 14504.50
977	    39.40	    60.60	 14543.90
976	    39.24	    60.76	 14583.14
975	    39.07	    60.93	 14622.22
974	    38.91	    61.09	 14661.13
973	    38.75	    61.25	 14699.88
972	    38.59	    61.41	 14738.47
971	    38.43	    61.57	 14776.90
970	    38.27	    61.73	 14815.17
969	    38.11	    61.89	 14853.28
968	    37.95	    62.05	 14891.23
967	    37.80	    62.20	 14929.03
966	    37.64	    62.36	 14966.67
965	    37.48	    62.52	 15004.15
964	    37.33	    62.67	 15041.48
963	    37.17	    62.83	 15078.65
962	    37.02	    62.98	 15115.67
961	    36.86	    63.14	 15152.53
960	    36.71	    63.29	 15189.24
959	    36.56	    63.44	 15225.80
958	    36.41	    63.59	 15262.21
957	    36.26	    63.74	 15298.47
956	    36.11	    63.89	 15334.57
955	    35.96	    64.04	 15370.53
954	    35.81	    64.19	 15406.33
953	    35.66	    64.34	 15441.99
952	    35.51	    64.49	 15477.50
951	    35.36	    64.64	 15512.87
950	    35.22	    64.78	 15548.08
949	    35.07	    64.93	 15583.15
948	    34.92	    65.08	 15618.08
947	    34.78	    65.22	 15652.86
946	    34.64	    65.36	 15687.49
945	    34.49	    65.51	 15721.98
944	    34.35	    65.65	 15756.33
943	    34.21	    65.79	 15790.54
942	    34.06	    65.94	 15824.60
941	    33.92	    66.08	 15858.53
940	    33.78	    66.22	 15892.31
939	    33.64	    66.36	 15925.95
938	    33.50	    66.50	 15959.45
937	    33.36	    66.64	 15992.82
936	    33.22	    66.78	 16026.04
935	    33.09	    66.91	 16059.13
934	    32.95	    67.05	 16092.08
933	    32.81	    67.19	 16124.89
932	    32.68	    67.32	 16157.57
931	    32.54	    67.46	 16190.11
930	    32.41	    67.59	 16222.51
929	    32.27	    67.73	 16254.79
928	    32.14	    67.86	 16286.92
927	    32.00	    68.00	 16318.93
926	    31.87	    68.13	 16350.80
925	    31.74	    68.26	 16382.54
924	    31.61	    68.39	 16414.15
923	    31.48	    68.52	 16445.62
922	    31.35	    68.65	 16476.97
921	    31.22	    68.78	 16508.19
920	    31.09	    68.91	 16539.27
919	    30.96	    69.04	 16570.23
918	    30.83	    69.17	 16601.06
917	    30.70	    69.30	 16631.76
916	    30.57	    69.43	 16662.33
915	    30.45	    69.55	 16692.78
914	    30.32	    69.68	 16723.10
913	    30.19	    69.81	 16753.29
912	    30.07	    69.93	 16783.36
911	    29.94	    70.06	 16813.31
910	    29.82	    70.18	 16843.13
909	    29.70	    70.30	 16872.83
908	    29.57	    70.43	 16902.40
907	    29.45	    70.55	 16931.85
906	    29.33	    70.67	 16961.18
905	    29.21	    70.79	 16990.38
904	    29.09	    70.91	 17019.47
903	    28.96	    71.04	 17048.44
902	    28.84	    71.16	 17077.28
901	    28.72	    71.28	 17106.00
900	    28.61	    71.39	 17134.61
899	    28.49	    71.51	 17163.10
898	    28.37	    71.63	 17191.47
