Please enter the monthly payment: Please enter the interest rate: Please enter the duration of the loan, in years: 
Month	Principal	 Interest	  Balance
-----	---------	---------	---------
24	     1.00	     0.00	     1.00
23	     1.00	     0.00	     2.00
22	     1.00	     0.00	     3.00
21	     1.00	     0.00	     4.00
20	     1.00	     0.00	     5.00
19	     1.00	     0.00	     6.00
18	     1.00	     0.00	     7.00
17	     1.00	     0.00	     8.00
16	     1.00	     0.00	     9.00
15	     1.00	     0.00	    10.00
14	     1.00	     0.00	    11.00
13	     1.00	     0.00	    12.00
12	     1.00	     0.00	    13.00
11	     1.00	     0.00	    14.00
10	     1.00	     0.00	    15.00
9	     1.00	     0.00	    16.00
8	     1.00	     0.00	    17.00
7	     1.00	     0.00	    18.00
6	     1.00	     0.00	    19.00
5	     1.00	     0.00	    20.00
4	     1.00	     0.00	    21.00
3	     1.00	     0.00	    22.00
2	     1.00	     0.00	    23.00
1	     1.00	     0.00	    24.00
