Please enter the monthly payment: Please enter the interest rate: Please enter the duration of the loan, in years: 
Month	Principal	 Interest	  Balance
-----	---------	---------	---------
1200	   555.00	     0.00	   555.00
1199	   555.00	     0.00	  1110.00
1198	   555.00	     0.00	  1665.00
1197	   555.00	     0.00	  2220.00
1196	   555.00	     0.00	  2775.00
1195	   555.00	     0.00	  3330.00
1194	   555.00	     0.00	  3885.00
1193	   555.00	     0.00	  4440.00
1192	   555.00	     0.00	  4995.00
1191	   555.00	     0.00	  5550.00
1190	   555.00	     0.00	  6105.00
1189	   555.00	     0.00	  6660.00
1188	   555.00	     0.00	  7215.00
1187	   555.00	     0.00	  7770.00
1186	   555.00	     0.00	  8325.00
1185	   555.00	     0.00	  8880.00
1184	   555.00	     0.00	  9435.00
1183	   555.00	     0.00	  9990.00
1182	   555.00	     0.00	 10545.00
1181	   555.00	     0.00	 11100.00
1180	   555.00	     0.00	 11655.00
1179	   555.00	     0.00	 12210.00
1178	   555.00	     0.00	 12765.00
1177	   555.00	     0.00	 13320.00
1176	   555.00	     0.00	 13875.00
1175	   555.00	     0.00	 14430.00
1174	   555.00	     0.00	 14985.00
1173	   555.00	     0.00	 15540.00
1172	   555.00	     0.00	 16095.00
1171	   555.00	     0.00	 16650.00
1170	   555.00	     0.00	 17205.00
1169	   555.00	     0.00	 17760.00
1168	   555.00	     0.00	 18315.00
1167	   555.00	     0.00	 18870.00
1166	   555.00	     0.00	 19425.00
1165	   555.00	     0.00	 19980.00
1164	   555.00	     0.00	 20535.00
1163	   555.00	     0.00	 21090.00
1162	   555.00	     0.00	 21645.00
1161	   555.00	     0.00	 22200.00
1160	   555.00	     0.00	 22755.00
1159	   555.00	     0.00	 23310.00
1158	   555.00	     0.00	 23865.00
1157	   555.00	     0.00	 24420.00
1156	   555.00	     0.00	 24975.00
1155	   555.00	     0.00	 25530.00
1154	   555.00	     0.00	 26085.00
1153	   555.00	     0.00	 26640.00
1152	   555.00	     0.00	 27195.00
1151	   555.00	     0.00	 27750.00
1150	   555.00	     0.00	 28305.00
1149	   555.00	     0.00	 28860.00
1148	   555.00	     0.00	 29415.00
1147	   555.00	     0.00	 29970.00
1146	   555.00	     0.00	 30525.00
1145	   555.00	     0.00	 31080.00
1144	   555.00	     0.00	 31635.00
1143	   555.00	     0.00	 32190.00
1142	   555.00	     0.00	 32745.00
1141	   555.00	     0.00	 33300.00
1140	   555.00	     0.00	 33855.00
1139	   555.00	     0.00	 34410.00
1138	   555.00	     0.00	 34965.00
1137	   555.00	     0.00	 35520.00
1136	   555.00	     0.00	 36075.00
1135	   555.00	     0.00	 36630.00
1134	   555.00	     0.00	 37185.00
1133	   555.00	     0.00	 37740.00
1132	   555.00	     0.00	 38295.00
1131	   555.00	     0.00	 38850.00
1130	   555.00	     0.00	 39405.00
1129	   555.00	     0.00	 39960.00
1128	   555.00	     0.00	 40515.00
1127	   555.00	     0.00	 41070.00
1126	   555.00	     0.00	 41625.00
1125	   555.00	     0.00	 42180.00
1124	   555.00	     0.00	 42735.00
1123	   555.00	     0.00	 43290.00
1122	   555.00	     0.00	 43845.00
1121	   555.00	     0.00	 44400.00
1120	   555.00	     0.00	 44955.00
1119	   555.00	     0.00	 45510.00
1118	   555.00	     0.00	 46065.00
1117	   555.00	     0.00	 46620.00
1116	   555.00	     0.00	 47175.00
1115	   555.00	     0.00	 47730.00
1114	   555.00	     0.00	 48285.00
1113	   555.00	     0.00	 48840.00
1112	   555.00	     0.00	 49395.00
1111	   555.00	     0.00	 49950.00
1110	   555.00	     0.00	 50505.00
1109	   555.00	     0.00	 51060.00
1108	   555.00	     0.00	 51615.00
1107	   555.00	     0.00	 52170.00
1106	   555.00	     0.00	 52725.00
1105	   555.00	     0.00	 53280.00
1104	   555.00	     0.00	 53835.00
1103	   555.00	     0.00	 54390.00
1102	   555.00	     0.00	 54945.00
1101	   555.00	     0.00	 55500.00
1100	   555.00	     0.00	 56055.00
1099	   555.00	     0.00	 56610.00
1098	   555.00	     0.00	 57165.00
1097	   555.00	     0.00	 57720.00
1096	   555.00	     0.00	 58275.00
1095	   555.00	     0.00	 58830.00
1094	   555.00	     0.00	 59385.00
1093	   555.00	     0.00	 59940.00
1092	   555.00	     0.00	 60495.00
1091	   555.00	     0.00	 61050.00
1090	   555.00	     0.00	 61605.00
1089	   555.00	     0.00	 62160.00
1088	   555.00	     0.00	 62715.00
1087	   555.00	     0.00	 63270.00
1086	   555.00	     0.00	 63825.00
1085	   555.00	     0.00	 64380.00
1084	   555.00	     0.00	 64935.00
1083	   555.00	     0.00	 65490.00
1082	   555.00	     0.00	 66045.00
1081	   555.00	     0.00	 66600.00
1080	   555.00	     0.00	 67155.00
1079	   555.00	     0.00	 67710.00
1078	   555.00	     0.00	 68265.00
1077	   555.00	     0.00	 68820.00
1076	   555.00	     0.00	 69375.00
1075	   555.00	     0.00	 69930.00
1074	   555.00	     0.00	 70485.00
1073	   555.00	     0.00	 71040.00
1072	   555.00	     0.00	 71595.00
1071	   555.00	     0.00	 72150.00
