Please enter the monthly payment: Please enter the interest rate: Please enter the duration of the loan, in years: 
Month	Principal	 Interest	  Balance
-----	---------	---------	---------
1200	     0.92	     0.08	     0.92
1199	     0.85	     0.15	     1.78
1198	     0.79	     0.21	     2.56
1197	     0.73	     0.27	     3.29
1196	     0.67	     0.33	     3.96
1195	     0.62	     0.38	     4.58
1194	     0.57	     0.43	     5.15
1193	     0.53	     0.47	     5.67
1192	     0.49	     0.51	     6.16
1191	     0.45	     0.55	     6.61
1190	     0.41	     0.59	     7.02
1189	     0.38	     0.62	     7.41
1188	     0.35	     0.65	     7.76
1187	     0.33	     0.67	     8.09
1186	     0.30	     0.70	     8.39
1185	     0.28	     0.72	     8.67
1184	     0.26	     0.74	     8.92
1183	     0.24	     0.76	     9.16
1182	     0.22	     0.78	     9.38
1181	     0.20	     0.80	     9.58
1180	     0.19	     0.81	     9.77
1179	     0.17	     0.83	     9.94
1178	     0.16	     0.84	    10.10
1177	     0.15	     0.85	    10.24
1176	     0.14	     0.86	    10.38
1175	     0.12	     0.88	    10.50
1174	     0.12	     0.88	    10.62
1173	     0.11	     0.89	    10.72
1172	     0.10	     0.90	    10.82
1171	     0.09	     0.91	    10.91
1170	     0.08	     0.92	    11.00
1169	     0.08	     0.92	    11.07
1168	     0.07	     0.93	    11.14
1167	     0.07	     0.93	    11.21
1166	     0.06	     0.94	    11.27
1165	     0.06	     0.94	    11.33
1164	     0.05	     0.95	    11.38
1163	     0.05	     0.95	    11.43
1162	     0.04	     0.96	    11.47
1161	     0.04	     0.96	    11.51
1160	     0.04	     0.96	    11.55
1159	     0.03	     0.97	    11.58
1158	     0.03	     0.97	    11.62
1157	     0.03	     0.97	    11.65
1156	     0.03	     0.97	    11.67
1155	     0.03	     0.97	    11.70
1154	     0.02	     0.98	    11.72
1153	     0.02	     0.98	    11.74
1152	     0.02	     0.98	    11.76
1151	     0.02	     0.98	    11.78
1150	     0.02	     0.98	    11.80
1149	     0.02	     0.98	    11.81
1148	     0.01	     0.99	    11.83
1147	     0.01	     0.99	    11.84
1146	     0.01	     0.99	    11.85
1145	     0.01	     0.99	    11.86
1144	     0.01	     0.99	    11.87
1143	     0.01	     0.99	    11.88
1142	     0.01	     0.99	    11.89
1141	     0.01	     0.99	    11.90
1140	     0.01	     0.99	    11.91
1139	     0.01	     0.99	    11.92
1138	     0.01	     0.99	    11.92
1137	     0.01	     0.99	    11.93
1136	     0.01	     0.99	    11.93
1135	     0.01	     0.99	    11.94
1134	     0.00	     1.00	    11.94
1133	     0.00	     1.00	    11.95
1132	     0.00	     1.00	    11.95
1131	     0.00	     1.00	    11.96
1130	     0.00	     1.00	    11.96
1129	     0.00	     1.00	    11.96
1128	     0.00	     1.00	    11.97
1127	     0.00	     1.00	    11.97
1126	     0.00	     1.00	    11.97
1125	     0.00	     1.00	    11.97
1124	     0.00	     1.00	    11.97
1123	     0.00	     1.00	    11.98
1122	     0.00	     1.00	    11.98
1121	     0.00	     1.00	    11.98
1120	     0.00	     1.00	    11.98
1119	     0.00	     1.00	    11.98
1118	     0.00	     1.00	    11.98
1117	     0.00	     1.00	    11.99
1116	     0.00	     1.00	    11.99
1115	     0.00	     1.00	    11.99
1114	     0.00	     1.00	    11.99
1113	     0.00	     1.00	    11.99
1112	     0.00	     1.00	    11.99
1111	     0.00	     1.00	    11.99
1110	     0.00	     1.00	    11.99
1109	     0.00	     1.00	    11.99
1108	     0.00	     1.00	    11.99
1107	     0.00	     1.00	    11.99
1106	     0.00	     1.00	    11.99
1105	     0.00	     1.00	    11.99
1104	     0.00	     1.00	    11.99
1103	     0.00	     1.00	    12.00
1102	     0.00	     1.00	    12.00
1101	     0.00	     1.00	    12.00
1100	     0.00	     1.00	    12.00
1099	     0.00	     1.00	    12.00
1098	     0.00	     1.00	    12.00
1097	     0.00	     1.00	    12.00
1096	     0.00	     1.00	    12.00
1095	     0.00	     1.00	    12.00
1094	     0.00	     1.00	    12.00
1093	     0.00	     1.00	    12.00
1092	     0.00	     1.00	    12.00
1091	     0.00	     1.00	    12.00
1090	     0.00	     1.00	    12.00
1089	     0.00	     1.00	    12.00
1088	     0.00	     1.00	    12.00
1087	     0.00	     1.00	    12.00
1086	     0.00	     1.00	    12.00
1085	     0.00	     1.00	    12.00
1084	     0.00	     1.00	    12.00
1083	     0.00	     1.00	    12.00
1082	     0.00	     1.00	    12.00
1081	     0.00	     1.00	    12.00
1080	     0.00	     1.00	    12.00
1079	     0.00	     1.00	    12.00
1078	     0.00	     1.00	    12.00
1077	     0.00	     1.00	    12.00
1076	     0.00	     1.00	    12.00
1075	     0.00	     1.00	    12.00
1074	     0.00	     1.00	    12.00
1073	     0.00	     1.00	    12.00
1072	     0.00	     1.00	    12.00
1071	     0.00	     1.00	    12.00
1070	     0.00	     1.00	    12.00
1069	     0.00	     1.00	    12.00
1068	     0.00	     1.00	    12.00
1067	     0.00	     1.00	    12.00
1066	     0.00	     1.00	    12.00
1065	     0.00	     1.00	    12.00
1064	     0.00	     1.00	    12.00
1063	     0.00	     1.00	    12.00
1062	     0.00	     1.00	    12.00
1061	     0.00	     1.00	    12.00
1060	     0.00	     1.00	    12.00
1059	     0.00	     1.00	    12.00
1058	     0.00	     1.00	    12.00
1057	     0.00	     1.00	    12.00
1056	     0.00	     1.00	    12.00
1055	     0.00	     1.00	    12.00
1054	     0.00	     1.00	    12.00
