Please enter the monthly payment: Please enter the interest rate: Please enter the duration of the loan, in years: 
Month	Principal	 Interest	  Balance
-----	---------	---------	---------
1200	     1.00	     0.00	     1.00
1199	     1.00	     0.00	     2.00
1198	     1.00	     0.00	     3.00
1197	     1.00	     0.00	     4.00
1196	     1.00	     0.00	     5.00
1195	     1.00	     0.00	     6.00
1194	     1.00	     0.00	     7.00
1193	     1.00	     0.00	     8.00
1192	     1.00	     0.00	     9.00
1191	     1.00	     0.00	    10.00
1190	     1.00	     0.00	    11.00
1189	     1.00	     0.00	    12.00
1188	     1.00	     0.00	    13.00
1187	     1.00	     0.00	    14.00
1186	     1.00	     0.00	    15.00
1185	     1.00	     0.00	    16.00
1184	     1.00	     0.00	    17.00
1183	     1.00	     0.00	    18.00
1182	     1.00	     0.00	    19.00
1181	     1.00	     0.00	    20.00
1180	     1.00	     0.00	    21.00
1179	     1.00	     0.00	    22.00
1178	     1.00	     0.00	    23.00
1177	     1.00	     0.00	    24.00
1176	     1.00	     0.00	    25.00
1175	     1.00	     0.00	    26.00
1174	     1.00	     0.00	    27.00
1173	     1.00	     0.00	    28.00
1172	     1.00	     0.00	    29.00
1171	     1.00	     0.00	    30.00
1170	     1.00	     0.00	    31.00
1169	     1.00	     0.00	    32.00
1168	     1.00	     0.00	    33.00
1167	     1.00	     0.00	    34.00
1166	     1.00	     0.00	    35.00
1165	     1.00	     0.00	    36.00
1164	     1.00	     0.00	    37.00
1163	     1.00	     0.00	    38.00
1162	     1.00	     0.00	    39.00
1161	     1.00	     0.00	    40.00
1160	     1.00	     0.00	    41.00
1159	     1.00	     0.00	    42.00
1158	     1.00	     0.00	    43.00
1157	     1.00	     0.00	    44.00
1156	     1.00	     0.00	    45.00
1155	     1.00	     0.00	    46.00
1154	     1.00	     0.00	    47.00
1153	     1.00	     0.00	    48.00
1152	     1.00	     0.00	    49.00
1151	     1.00	     0.00	    50.00
1150	     1.00	     0.00	    51.00
1149	     1.00	     0.00	    52.00
1148	     1.00	     0.00	    53.00
1147	     1.00	     0.00	    54.00
1146	     1.00	     0.00	    55.00
1145	     1.00	     0.00	    56.00
1144	     1.00	     0.00	    57.00
1143	     1.00	     0.00	    58.00
1142	     1.00	     0.00	    59.00
1141	     1.00	     0.00	    60.00
1140	     1.00	     0.00	    61.00
1139	     1.00	     0.00	    62.00
1138	     1.00	     0.00	    63.00
1137	     1.00	     0.00	    64.00
1136	     1.00	     0.00	    65.00
1135	     1.00	     0.00	    66.00
1134	     1.00	     0.00	    67.00
1133	     1.00	     0.00	    68.00
1132	     1.00	     0.00	    69.00
1131	     1.00	     0.00	    70.00
1130	     1.00	     0.00	    71.00
1129	     1.00	     0.00	    72.00
1128	     1.00	     0.00	    73.00
1127	     1.00	     0.00	    74.00
1126	     1.00	     0.00	    75.00
1125	     1.00	     0.00	    76.00
1124	     1.00	     0.00	    77.00
1123	     1.00	     0.00	    78.00
1122	     1.00	     0.00	    79.00
1121	     1.00	     0.00	    80.00
1120	     1.00	     0.00	    81.00
1119	     1.00	     0.00	    82.00
1118	     1.00	     0.00	    83.00
1117	     1.00	     0.00	    84.00
1116	     1.00	     0.00	    85.00
1115	     1.00	     0.00	    86.00
1114	     1.00	     0.00	    87.00
1113	     1.00	     0.00	    88.00
1112	     1.00	     0.00	    89.00
1111	     1.00	     0.00	    90.00
1110	     1.00	     0.00	    91.00
1109	     1.00	     0.00	    92.00
1108	     1.00	     0.00	    93.00
1107	     1.00	     0.00	    94.00
1106	     1.00	     0.00	    95.00
1105	     1.00	     0.00	    96.00
1104	     1.00	     0.00	    97.00
1103	     1.00	     0.00	    98.00
1102	     1.00	     0.00	    99.00
1101	     1.00	     0.00	   100.00
1100	     1.00	     0.00	   101.00
1099	     1.00	     0.00	   102.00
1098	     1.00	     0.00	   103.00
1097	     1.00	     0.00	   104.00
1096	     1.00	     0.00	   105.00
1095	     1.00	     0.00	   106.00
1094	     1.00	     0.00	   107.00
1093	     1.00	     0.00	   108.00
1092	     1.00	     0.00	   109.00
1091	     1.00	     0.00	   110.00
1090	     1.00	     0.00	   111.00
1089	     1.00	     0.00	   112.00
1088	     1.00	     0.00	   113.00
1087	     1.00	     0.00	   114.00
1086	     1.00	     0.00	   115.00
1085	     1.00	     0.00	   116.00
1084	     1.00	     0.00	   117.00
1083	     1.00	     0.00	   118.00
1082	     1.00	     0.00	   119.00
1081	     1.00	     0.00	   120.00
1080	     1.00	     0.00	   121.00
1079	     1.00	     0.00	   122.00
1078	     1.00	     0.00	   123.00
1077	     1.00	     0.00	   124.00
1076	     1.00	     0.00	   125.00
1075	     1.00	     0.00	   126.00
1074	     1.00	     0.00	   127.00
1073	     1.00	     0.00	   128.00
1072	     1.00	     0.00	   129.00
1071	     1.00	     0.00	   130.00
1070	     1.00	     0.00	   131.00
1069	     1.00	     0.00	   132.00
1068	     1.00	     0.00	   133.00
1067	     1.00	     0.00	   134.00
1066	     1.00	     0.00	   135.00
1065	     1.00	     0.00	   136.00
1064	     1.00	     0.00	   137.00
1063	     1.00	     0.00	   138.00
1062	     1.00	     0.00	   139.00
1061	     1.00	     0.00	   140.00
1060	     1.00	     0.00	   141.00
1059	     1.00	     0.00	   142.00
1058	     1.00	     0.00	   143.00
1057	     1.00	     0.00	   144.00
1056	     1.00	     0.00	   145.00
1055	     1.00	     0.00	   146.00
1054	     1.00	     0.00	   147.00
1053	     1.00	     0.00	   148.00
1052	     1.00	     0.00	   149.00
1051	     1.00	     0.00	   150.00
1050	     1.00	     0.00	   151.00
1049	     1.00	     0.00	   152.00
1048	     1.00	     0.00	   153.00
1047	     1.00	     0.00	   154.00
1046	     1.00	     0.00	   155.00
1045	     1.00	     0.00	   156.00
1044	     1.00	     0.00	   157.00
1043	     1.00	     0.00	   158.00
1042	     1.00	     0.00	   159.00
1041	     1.00	     0.00	   160.00
1040	     1.00	     0.00	   161.00
1039	     1.00	     0.00	   162.00
1038	     1.00	     0.00	   163.00
1037	     1.00	     0.00	   164.00
1036	     1.00	     0.00	   165.00
1035	     1.00	     0.00	   166.00
1034	     1.00	     0.00	   167.00
1033	     1.00	     0.00	   168.00
1032	     1.00	     0.00	   169.00
1031	     1.00	     0.00	   170.00
1030	     1.00	     0.00	   171.00
1029	     1.00	     0.00	   172.00
1028	     1.00	     0.00	   173.00
1027	     1.00	     0.00	   174.00
1026	     1.00	     0.00	   175.00
1025	     1.00	     0.00	   176.00
1024	     1.00	     0.00	   177.00
1023	     1.00	     0.00	   178.00
1022	     1.00	     0.00	   179.00
1021	     1.00	     0.00	   180.00
1020	     1.00	     0.00	   181.00
1019	     1.00	     0.00	   182.00
1018	     1.00	     0.00	   183.00
1017	     1.00	     0.00	   184.00
1016	     1.00	     0.00	   185.00
1015	     1.00	     0.00	   186.00
1014	     1.00	     0.00	   187.00
1013	     1.00	     0.00	   188.00
1012	     1.00	     0.00	   189.00
1011	     1.00	     0.00	   190.00
1010	     1.00	     0.00	   191.00
1009	     1.00	     0.00	   192.00
1008	     1.00	     0.00	   193.00
1007	     1.00	     0.00	   194.00
1006	     1.00	     0.00	   195.00
1005	     1.00	     0.00	   196.00
1004	     1.00	     0.00	   197.00
1003	     1.00	     0.00	   198.00
1002	     1.00	     0.00	   199.00
1001	     1.00	     0.00	   200.00
1000	     1.00	     0.00	   201.00
999	     1.00	     0.00	   202.00
998	     1.00	     0.00	   203.00
997	     1.00	     0.00	   204.00
996	     1.00	     0.00	   205.00
995	     1.00	     0.00	   206.00
994	     1.00	     0.00	   207.00
993	     1.00	     0.00	   208.00
992	     1.00	     0.00	   209.00
991	     1.00	     0.00	   210.00
990	     1.00	     0.00	   211.00
989	     1.00	     0.00	   212.00
988	     1.00	     0.00	   213.00
987	     1.00	     0.00	   214.00
986	     1.00	     0.00	   215.00
985	     1.00	     0.00	   216.00
984	     1.00	     0.00	   217.00
983	     1.00	     0.00	   218.00
982	     1.00	     0.00	   219.00
981	     1.00	     0.00	   220.00
980	     1.00	     0.00	   221.00
979	     1.00	     0.00	   222.00
978	     1.00	     0.00	   223.00
977	     1.00	     0.00	   224.00
976	     1.00	     0.00	   225.00
975	     1.00	     0.00	   226.00
974	     1.00	     0.00	   227.00
973	     1.00	     0.00	   228.00
972	     1.00	     0.00	   229.00
971	     1.00	     0.00	   230.00
970	     1.00	     0.00	   231.00
969	     1.00	     0.00	   232.00
968	     1.00	     0.00	   233.00
967	     1.00	     0.00	   234.00
966	     1.00	     0.00	   235.00
965	     1.00	     0.00	   236.00
964	     1.00	     0.00	   237.00
963	     1.00	     0.00	   238.00
962	     1.00	     0.00	   239.00
961	     1.00	     0.00	   240.00
960	     1.00	     0.00	   241.00
959	     1.00	     0.00	   242.00
958	     1.00	     0.00	   243.00
957	     1.00	     0.00	   244.00
956	     1.00	     0.00	   245.00
955	     1.00	     0.00	   246.00
954	     1.00	     0.00	   247.00
953	     1.00	     0.00	   248.00
952	     1.00	     0.00	   249.00
951	     1.00	     0.00	   250.00
950	     1.00	     0.00	   251.00
949	     1.00	     0.00	   252.00
948	     1.00	     0.00	   253.00
947	     1.00	     0.00	   254.00
946	     1.00	     0.00	   255.00
945	     1.00	     0.00	   256.00
944	     1.00	     0.00	   257.00
943	     1.00	     0.00	   258.00
942	     1.00	     0.00	   259.00
941	     1.00	     0.00	   260.00
940	     1.00	     0.00	   261.00
939	     1.00	     0.00	   262.00
938	     1.00	     0.00	   263.00
937	     1.00	     0.00	   264.00
936	     1.00	     0.00	   265.00
935	     1.00	     0.00	   266.00
934	     1.00	     0.00	   267.00
933	     1.00	     0.00	   268.00
932	     1.00	     0.00	   269.00
931	     1.00	     0.00	   270.00
930	     1.00	     0.00	   271.00
929	     1.00	     0.00	   272.00
928	     1.00	     0.00	   273.00
927	     1.00	     0.00	   274.00
926	     1.00	     0.00	   275.00
925	     1.00	     0.00	   276.00
924	     1.00	     0.00	   277.00
923	     1.00	     0.00	   278.00
922	     1.00	     0.00	   279.00
921	     1.00	     0.00	   280.00
920	     1.00	     0.00	   281.00
919	     1.00	     0.00	   282.00
918	     1.00	     0.00	   283.00
917	     1.00	     0.00	   284.00
916	     1.00	     0.00	   285.00
915	     1.00	     0.00	   286.00
914	     1.00	     0.00	   287.00
913	     1.00	     0.00	   288.00
912	     1.00	     0.00	   289.00
911	     1.00	     0.00	   290.00
910	     1.00	     0.00	   291.00
909	     1.00	     0.00	   292.00
908	     1.00	     0.00	   293.00
907	     1.00	     0.00	   294.00
906	     1.00	     0.00	   295.00
905	     1.00	     0.00	   296.00
904	     1.00	     0.00	   297.00
903	     1.00	     0.00	   298.00
902	     1.00	     0.00	   299.00
901	     1.00	     0.00	   300.00
900	     1.00	     0.00	   301.00
