Please enter the monthly payment: Please enter the interest rate: Please enter the duration of the loan, in years: 
Month	Principal	 Interest	  Balance
-----	---------	---------	---------
1200	 99173.55	   826.45	 99173.55
1199	 98353.94	  1646.06	197527.49
1198	 97541.10	  2458.90	295068.59
1197	 96734.97	  3265.03	391803.56
1196	 95935.51	  4064.49	487739.06
1195	 95142.65	  4857.35	582881.72
1194	 94356.35	  5643.65	677238.07
1193	 93576.54	  6423.46	770814.61
1192	 92803.19	  7196.81	863617.80
1191	 92036.22	  7963.78	955654.01
1190	 91275.59	  8724.41	1046929.60
1189	 90521.24	  9478.76	1137450.84
1188	 89773.13	 10226.87	1227223.98
1187	 89031.21	 10968.79	1316255.18
1186	 88295.41	 11704.59	1404550.59
1185	 87565.70	 12434.30	1492116.29
1184	 86842.01	 13157.99	1578958.31
1183	 86124.31	 13875.69	1665082.62
1182	 85412.54	 14587.46	1750495.16
1181	 84706.65	 15293.35	1835201.81
1180	 84006.60	 15993.40	1919208.41
1179	 83312.33	 16687.67	2002520.73
1178	 82623.80	 17376.20	2085144.53
1177	 81940.95	 18059.05	2167085.48
1176	 81263.76	 18736.24	2248349.24
1175	 80592.16	 19407.84	2328941.39
1174	 79926.10	 20073.90	2408867.50
1173	 79265.56	 20734.44	2488133.06
1172	 78610.47	 21389.53	2566743.53
1171	 77960.80	 22039.20	2644704.32
1170	 77316.49	 22683.51	2722020.82
1169	 76677.51	 23322.49	2798698.33
1168	 76043.82	 23956.18	2874742.15
1167	 75415.35	 24584.65	2950157.50
1166	 74792.09	 25207.91	3024949.59
1165	 74173.97	 25826.03	3099123.56
1164	 73560.96	 26439.04	3172684.52
1163	 72953.02	 27046.98	3245637.54
1162	 72350.10	 27649.90	3317987.64
1161	 71752.17	 28247.83	3389739.81
1160	 71159.18	 28840.82	3460898.99
1159	 70571.08	 29428.92	3531470.07
1158	 69987.85	 30012.15	3601457.92
1157	 69409.44	 30590.56	3670867.36
1156	 68835.81	 31164.19	3739703.17
1155	 68266.92	 31733.08	3807970.08
1154	 67702.73	 32297.27	3875672.81
1153	 67143.20	 32856.80	3942816.01
1152	 66588.30	 33411.70	4009404.31
1151	 66037.98	 33962.02	4075442.29
1150	 65492.21	 34507.79	4140934.50
1149	 64950.95	 35049.05	4205885.45
1148	 64414.17	 35585.83	4270299.62
1147	 63881.82	 36118.18	4334181.45
1146	 63353.87	 36646.13	4397535.32
1145	 62830.29	 37169.71	4460365.60
1144	 62311.03	 37688.97	4522676.63
1143	 61796.06	 38203.94	4584472.69
1142	 61285.35	 38714.65	4645758.04
1141	 60778.86	 39221.14	4706536.90
1140	 60276.55	 39723.45	4766813.46
1139	 59778.40	 40221.60	4826591.86
1138	 59284.36	 40715.64	4885876.22
1137	 58794.41	 41205.59	4944670.63
1136	 58308.51	 41691.49	5002979.14
1135	 57826.62	 42173.38	5060805.76
1134	 57348.71	 42651.29	5118154.47
1133	 56874.76	 43125.24	5175029.23
1132	 56404.72	 43595.28	5231433.95
1131	 55938.56	 44061.44	5287372.51
1130	 55476.26	 44523.74	5342848.77
1129	 55017.78	 44982.22	5397866.55
1128	 54563.09	 45436.91	5452429.63
1127	 54112.15	 45887.85	5506541.79
1126	 53664.94	 46335.06	5560206.73
1125	 53221.43	 46778.57	5613428.16
1124	 52781.59	 47218.41	5666209.75
1123	 52345.37	 47654.63	5718555.12
1122	 51912.77	 48087.23	5770467.89
1121	 51483.74	 48516.26	5821951.63
1120	 51058.25	 48941.75	5873009.88
1119	 50636.28	 49363.72	5923646.16
1118	 50217.80	 49782.20	5973863.96
1117	 49802.78	 50197.22	6023666.74
1116	 49391.18	 50608.82	6073057.92
1115	 48982.99	 51017.01	6122040.91
1114	 48578.17	 51421.83	6170619.09
1113	 48176.70	 51823.30	6218795.79
1112	 47778.55	 52221.45	6266574.34
1111	 47383.68	 52616.32	6313958.02
1110	 46992.08	 53007.92	6360950.10
1109	 46603.72	 53396.28	6407553.82
1108	 46218.56	 53781.44	6453772.38
1107	 45836.59	 54163.41	6499608.97
1106	 45457.78	 54542.22	6545066.75
1105	 45082.09	 54917.91	6590148.84
1104	 44709.51	 55290.49	6634858.36
1103	 44340.01	 55659.99	6679198.37
1102	 43973.57	 56026.43	6723171.94
1101	 43610.15	 56389.85	6766782.09
1100	 43249.73	 56750.27	6810031.82
1099	 42892.30	 57107.70	6852924.12
1098	 42537.82	 57462.18	6895461.94
1097	 42186.26	 57813.74	6937648.20
1096	 41837.62	 58162.38	6979485.82
1095	 41491.85	 58508.15	7020977.68
1094	 41148.94	 58851.06	7062126.62
1093	 40808.87	 59191.13	7102935.49
1092	 40471.61	 59528.39	7143407.10
1091	 40137.13	 59862.87	7183544.23
1090	 39805.42	 60194.58	7223349.65
1089	 39476.45	 60523.55	7262826.10
1088	 39150.20	 60849.80	7301976.30
1087	 38826.64	 61173.36	7340802.94
1086	 38505.76	 61494.24	7379308.70
1085	 38187.53	 61812.47	7417496.23
1084	 37871.93	 62128.07	7455368.16
1083	 37558.94	 62441.06	7492927.10
1082	 37248.54	 62751.46	7530175.64
1081	 36940.70	 63059.30	7567116.34
1080	 36635.40	 63364.60	7603751.74
1079	 36332.63	 63667.37	7640084.37
1078	 36032.36	 63967.64	7676116.73
1077	 35734.57	 64265.43	7711851.30
1076	 35439.25	 64560.75	7747290.55
1075	 35146.36	 64853.64	7782436.91
1074	 34855.89	 65144.11	7817292.80
1073	 34567.83	 65432.17	7851860.63
1072	 34282.14	 65717.86	7886142.77
1071	 33998.82	 66001.18	7920141.59
1070	 33717.84	 66282.16	7953859.43
1069	 33439.18	 66560.82	7987298.61
1068	 33162.82	 66837.18	8020461.43
1067	 32888.75	 67111.25	8053350.18
1066	 32616.94	 67383.06	8085967.12
1065	 32347.38	 67652.62	8118314.50
1064	 32080.05	 67919.95	8150394.54
1063	 31814.92	 68185.08	8182209.46
1062	 31551.99	 68448.01	8213761.45
1061	 31291.23	 68708.77	8245052.68
1060	 31032.62	 68967.38	8276085.30
1059	 30776.15	 69223.85	8306861.46
1058	 30521.81	 69478.19	8337383.26
1057	 30269.56	 69730.44	8367652.82
1056	 30019.40	 69980.60	8397672.22
1055	 29771.30	 70228.70	8427443.53
1054	 29525.26	 70474.74	8456968.79
1053	 29281.25	 70718.75	8486250.04
1052	 29039.26	 70960.74	8515289.29
1051	 28799.26	 71200.74	8544088.55
1050	 28561.25	 71438.75	8572649.80
1049	 28325.21	 71674.79	8600975.01
1048	 28091.12	 71908.88	8629066.13
1047	 27858.96	 72141.04	8656925.09
1046	 27628.72	 72371.28	8684553.80
1045	 27400.38	 72599.62	8711954.19
1044	 27173.93	 72826.07	8739128.12
1043	 26949.35	 73050.65	8766077.47
1042	 26726.63	 73273.37	8792804.11
1041	 26505.75	 73494.25	8819309.86
1040	 26286.70	 73713.30	8845596.55
1039	 26069.45	 73930.55	8871666.00
1038	 25854.00	 74146.00	8897520.00
1037	 25640.33	 74359.67	8923160.33
1036	 25428.43	 74571.57	8948588.76
1035	 25218.27	 74781.73	8973807.03
1034	 25009.86	 74990.14	8998816.89
1033	 24803.17	 75196.83	9023620.06
1032	 24598.18	 75401.82	9048218.24
1031	 24394.89	 75605.11	9072613.13
1030	 24193.28	 75806.72	9096806.41
1029	 23993.34	 76006.66	9120799.75
1028	 23795.04	 76204.96	9144594.79
1027	 23598.39	 76401.61	9168193.18
1026	 23403.36	 76596.64	9191596.54
1025	 23209.95	 76790.05	9214806.49
1024	 23018.13	 76981.87	9237824.62
1023	 22827.90	 77172.10	9260652.51
1022	 22639.24	 77360.76	9283291.75
1021	 22452.13	 77547.87	9305743.88
1020	 22266.58	 77733.42	9328010.46
1019	 22082.56	 77917.44	9350093.02
1018	 21900.06	 78099.94	9371993.08
1017	 21719.07	 78280.93	9393712.14
1016	 21539.57	 78460.43	9415251.71
1015	 21361.56	 78638.44	9436613.27
1014	 21185.01	 78814.99	9457798.28
1013	 21009.93	 78990.07	9478808.21
1012	 20836.30	 79163.70	9499644.51
1011	 20664.09	 79335.91	9520308.60
1010	 20493.32	 79506.68	9540801.92
1009	 20323.95	 79676.05	9561125.87
1008	 20155.98	 79844.02	9581281.86
1007	 19989.41	 80010.59	9601271.26
1006	 19824.20	 80175.80	9621095.47
1005	 19660.37	 80339.63	9640755.84
1004	 19497.89	 80502.11	9660253.72
1003	 19336.75	 80663.25	9679590.47
1002	 19176.94	 80823.06	9698767.41
1001	 19018.45	 80981.55	9717785.86
1000	 18861.27	 81138.73	9736647.13
999	 18705.40	 81294.60	9755352.53
998	 18550.81	 81449.19	9773903.33
997	 18397.49	 81602.51	9792300.83
996	 18245.45	 81754.55	9810546.27
995	 18094.66	 81905.34	9828640.93
994	 17945.12	 82054.88	9846586.05
993	 17796.81	 82203.19	9864382.86
992	 17649.73	 82350.27	9882032.59
991	 17503.86	 82496.14	9899536.45
990	 17359.20	 82640.80	9916895.65
989	 17215.74	 82784.26	9934111.39
988	 17073.46	 82926.54	9951184.85
987	 16932.36	 83067.64	9968117.21
986	 16792.42	 83207.58	9984909.63
985	 16653.64	 83346.36	10001563.27
984	 16516.01	 83483.99	10018079.27
983	 16379.51	 83620.49	10034458.78
982	 16244.14	 83755.86	10050702.92
981	 16109.89	 83890.11	10066812.82
980	 15976.75	 84023.25	10082789.57
979	 15844.71	 84155.29	10098634.29
978	 15713.77	 84286.23	10114348.05
977	 15583.90	 84416.10	10129931.95
976	 15455.11	 84544.89	10145387.06
975	 15327.38	 84672.62	10160714.44
974	 15200.71	 84799.29	10175915.15
973	 15075.08	 84924.92	10190990.23
972	 14950.49	 85049.51	10205940.72
971	 14826.94	 85173.06	10220767.66
970	 14704.40	 85295.60	10235472.06
969	 14582.88	 85417.12	10250054.93
968	 14462.36	 85537.64	10264517.29
967	 14342.83	 85657.17	10278860.12
966	 14224.30	 85775.70	10293084.42
965	 14106.74	 85893.26	10307191.16
964	 13990.16	 86009.84	10321181.31
963	 13874.53	 86125.47	10335055.85
962	 13759.87	 86240.13	10348815.72
961	 13646.15	 86353.85	10362461.87
960	 13533.37	 86466.63	10375995.24
959	 13421.53	 86578.47	10389416.77
958	 13310.61	 86689.39	10402727.37
957	 13200.60	 86799.40	10415927.97
956	 13091.50	 86908.50	10429019.48
955	 12983.31	 87016.69	10442002.79
954	 12876.01	 87123.99	10454878.80
953	 12769.60	 87230.40	10467648.40
952	 12664.06	 87335.94	10480312.46
951	 12559.40	 87440.60	10492871.86
950	 12455.60	 87544.40	10505327.46
949	 12352.67	 87647.33	10517680.13
948	 12250.58	 87749.42	10529930.71
947	 12149.33	 87850.67	10542080.04
946	 12048.93	 87951.07	10554128.97
945	 11949.35	 88050.65	10566078.31
944	 11850.59	 88149.41	10577928.91
943	 11752.65	 88247.35	10589681.56
942	 11655.52	 88344.48	10601337.08
941	 11559.20	 88440.80	10612896.28
940	 11463.67	 88536.33	10624359.95
939	 11368.93	 88631.07	10635728.87
938	 11274.97	 88725.03	10647003.84
937	 11181.79	 88818.21	10658185.63
936	 11089.37	 88910.63	10669275.00
935	 10997.73	 89002.27	10680272.73
934	 10906.84	 89093.16	10691179.57
933	 10816.70	 89183.30	10701996.27
932	 10727.30	 89272.70	10712723.57
931	 10638.65	 89361.35	10723362.22
930	 10550.73	 89449.27	10733912.94
929	 10463.53	 89536.47	10744376.47
928	 10377.05	 89622.95	10754753.53
927	 10291.29	 89708.71	10765044.82
926	 10206.24	 89793.76	10775251.06
925	 10121.89	 89878.11	10785372.95
924	 10038.24	 89961.76	10795411.19
923	  9955.28	 90044.72	10805366.47
922	  9873.00	 90127.00	10815239.48
921	  9791.41	 90208.59	10825030.89
920	  9710.49	 90289.51	10834741.37
919	  9630.24	 90369.76	10844371.61
918	  9550.65	 90449.35	10853922.26
917	  9471.72	 90528.28	10863393.98
916	  9393.44	 90606.56	10872787.41
915	  9315.81	 90684.19	10882103.22
914	  9238.82	 90761.18	10891342.04
913	  9162.46	 90837.54	10900504.50
912	  9086.74	 90913.26	10909591.24
911	  9011.64	 90988.36	10918602.88
910	  8937.17	 91062.83	10927540.05
909	  8863.31	 91136.69	10936403.35
908	  8790.05	 91209.95	10945193.41
907	  8717.41	 91282.59	10953910.82
906	  8645.37	 91354.63	10962556.18
905	  8573.92	 91426.08	10971130.10
904	  8503.06	 91496.94	10979633.16
903	  8432.78	 91567.22	10988065.94
902	  8363.09	 91636.91	10996429.03
901	  8293.97	 91706.03	11004723.01
900	  8225.43	 91774.57	11012948.44
899	  8157.45	 91842.55	11021105.89
898	  8090.03	 91909.97	11029195.92
897	  8023.17	 91976.83	11037219.09
896	  7956.87	 92043.13	11045175.96
895	  7891.11	 92108.89	11053067.07
894	  7825.89	 92174.11	11060892.96
893	  7761.22	 92238.78	11068654.18
892	  7697.07	 92302.93	11076351.25
891	  7633.46	 92366.54	11083984.71
890	  7570.37	 92429.63	11091555.08
889	  7507.81	 92492.19	11099062.89
888	  7445.76	 92554.24	11106508.66
887	  7384.23	 92615.77	11113892.88
886	  7323.20	 92676.80	11121216.08
885	  7262.68	 92737.32	11128478.76
884	  7202.65	 92797.35	11135681.41
883	  7143.13	 92856.87	11142824.54
882	  7084.09	 92915.91	11149908.64
881	  7025.55	 92974.45	11156934.18
880	  6967.49	 93032.51	11163901.67
879	  6909.90	 93090.10	11170811.57
878	  6852.80	 93147.20	11177664.37
877	  6796.16	 93203.84	11184460.53
876	  6740.00	 93260.00	11191200.53
875	  6684.29	 93315.71	11197884.82
874	  6629.05	 93370.95	11204513.87
873	  6574.27	 93425.73	11211088.14
872	  6519.93	 93480.07	11217608.07
871	  6466.05	 93533.95	11224074.12
